DATE,OWNER,DATASET_COUNT,KEYWORDS_COUNT,KEYWORDS_MISSING,KEYWORDS_PERCENTAGE,ABSTRACT_COUNT,ABSTRACT_MISSING,ABSTRACT_PERCENTAGE,CONTACT_COUNT,CONTACT_MISSING,CONTACT_PERCENTAGE,METADATA_COUNT,METADATA_MISSING,METADATA_PERCENTAGE,TOTAL_PERCENTAGE
2023-05-03,KT_AI,190,16,174,8.4%,190,0,100.0%,0,190,0%,190,0,100.0%,69.5%
2023-05-03,KT_AR,213,29,184,13.6%,213,0,100.0%,0,213,0%,213,0,100.0%,71.2%
2023-05-03,KT_AG,871,871,0,100.0%,871,0,100.0%,0,871,0%,0,871,0%,100.0%
2023-05-03,KT_BL,1273,0,1273,0%,178,1095,14.0%,0,1273,0%,0,1273,0%,14.0%
2023-05-03,KT_BS,2515,0,2515,0%,16,2499,0.6%,860,1655,34.2%,2047,468,81.4%,38.7%
2023-05-03,KT_BE,950,0,950,0%,927,23,97.6%,867,83,91.3%,60,890,6.3%,65.1%
2023-05-03,KT_GE,350,0,350,0%,350,0,100.0%,0,350,0%,0,350,0%,100.0%
2023-05-03,KT_GL,442,0,442,0%,0,442,0%,184,258,41.6%,0,442,0%,41.6%
2023-05-03,KT_GR,1996,17,1979,0.9%,318,1678,15.9%,0,1996,0%,1548,448,77.6%,31.4%
2023-05-03,KT_JU,1106,0,1106,0%,147,959,13.3%,34,1072,3.1%,925,181,83.6%,33.3%
2023-05-03,KT_SG,639,0,639,0%,441,198,69.0%,131,508,20.5%,13,626,2.0%,30.5%
2023-05-03,KT_SH,188,175,13,93.1%,175,13,93.1%,0,188,0%,171,17,91.0%,92.4%
2023-05-03,KT_SO,599,0,599,0%,0,599,0%,170,429,28.4%,0,599,0%,28.4%
2023-05-03,KT_SZ,1377,0,1377,0%,1244,133,90.3%,10,1367,0.7%,1267,110,92.0%,61.0%
2023-05-03,KT_TG,1152,97,1055,8.4%,169,983,14.7%,360,792,31.2%,983,169,85.3%,34.9%
2023-05-03,KT_TI,1128,0,1128,0%,1121,7,99.4%,6,1122,0.5%,6,1122,0.5%,33.5%
2023-05-03,KT_UR,463,188,275,40.6%,310,153,67.0%,191,272,41.3%,0,463,0%,49.6%
2023-05-03,KT_ZG,943,54,889,5.7%,85,858,9.0%,0,943,0%,23,920,2.4%,5.7%
2023-05-03,KT_ZH,1918,89,1829,4.6%,508,1410,26.5%,627,1291,32.7%,1813,105,94.5%,39.6%
2023-05-03,KT_VD,351,0,351,0%,189,162,53.8%,351,0,100.0%,0,351,0%,76.9%
2023-05-03,KT_FR,730,0,730,0%,125,605,17.1%,0,730,0%,0,730,0%,17.1%
2023-05-03,FL_LI,91,58,33,63.7%,83,8,91.2%,0,91,0%,90,1,98.9%,84.6%
2023-05-03,Geodienste,652,26,626,4.0%,553,99,84.8%,0,652,0%,526,126,80.7%,56.5%
2023-05-03,Bund,1332,715,617,53.7%,1329,3,99.8%,599,733,45.0%,1328,4,99.7%,74.5%
